"from","to","database","source"
"Col4a1","Itga10","omnipath","omnipath"
"Col4a1","Itga11","omnipath","omnipath"
"Col4a1","Itga2","omnipath","omnipath"
"Col4a1","Itgav","omnipath","omnipath"
"Col4a1","Itgb1","omnipath","omnipath"
"Col4a1","Itgb8","omnipath","omnipath"
"Col4a2","Cd93","omnipath","omnipath"
"Col4a2","Ddr1","omnipath","omnipath"
"Col4a2","Ddr2","omnipath","omnipath"
"Col4a2","Itga1","omnipath","omnipath"
"Col4a2","Itga10","omnipath","omnipath"
"Col4a2","Itga11","omnipath","omnipath"
"Col4a2","Itga2","omnipath","omnipath"
"Col4a2","Itgb1","omnipath","omnipath"
"Col4a2","Itgb3","omnipath","omnipath"
"Col4a2","Itgb5","omnipath","omnipath"
"Col4a3","Cd47","omnipath","omnipath"
"Col4a3","Cd93","omnipath","omnipath"
"Col4a3","Itga1","omnipath","omnipath"
"Col4a3","Itga10","omnipath","omnipath"
"Col4a3","Itga11","omnipath","omnipath"
"Col4a3","Itga2","omnipath","omnipath"
"Col4a3","Itgav","omnipath","omnipath"
"Col4a3","Itgb1","omnipath","omnipath"
"Col4a3","Itgb3","omnipath","omnipath"
"Col4a3","Itgb8","omnipath","omnipath"
"Col4a4","Cd47","omnipath","omnipath"
"Col4a4","Cd93","omnipath","omnipath"
"Col4a4","Ddr1","omnipath","omnipath"
"Col4a4","Ddr2","omnipath","omnipath"
"Col4a4","Itga1","omnipath","omnipath"
"Col4a4","Itga10","omnipath","omnipath"
"Col4a4","Itga11","omnipath","omnipath"
"Col4a4","Itga2","omnipath","omnipath"
"Col4a4","Itgav","omnipath","omnipath"
"Col4a4","Itgb1","omnipath","omnipath"
"Col4a4","Itgb3","omnipath","omnipath"
"Col4a5","Cd47","omnipath","omnipath"
"Col4a5","Cd93","omnipath","omnipath"
"Col4a5","Ddr1","omnipath","omnipath"
"Col4a5","Ddr2","omnipath","omnipath"
"Col4a5","Itga1","omnipath","omnipath"
"Col4a5","Itga10","omnipath","omnipath"
"Col4a5","Itga11","omnipath","omnipath"
"Col4a5","Itga2","omnipath","omnipath"
"Col4a5","Itgav","omnipath","omnipath"
"Col4a5","Itgb1","omnipath","omnipath"
"Col4a6","Cd47","omnipath","omnipath"
"Col4a6","Cd93","omnipath","omnipath"
"Col4a6","Ddr1","omnipath","omnipath"
"Col4a6","Ddr2","omnipath","omnipath"
"Col4a6","Itga1","omnipath","omnipath"
"Col4a6","Itga10","omnipath","omnipath"
"Col4a6","Itga11","omnipath","omnipath"
"Col4a6","Itga2","omnipath","omnipath"
"Col4a6","Itgav","omnipath","omnipath"
"Col4a6","Itgb1","omnipath","omnipath"
"Col5a1","Cd93","omnipath","omnipath"
"Col5a1","Ddr1","omnipath","omnipath"
"Col5a1","Ddr2","omnipath","omnipath"
"Col5a1","Itga1","omnipath","omnipath"
"Col5a1","Itga10","omnipath","omnipath"
"Col5a1","Itga11","omnipath","omnipath"
"Col5a1","Itga2","omnipath","omnipath"
"Col5a1","Itgb1","omnipath","omnipath"
"Col5a1","Lair1","omnipath","omnipath"
"Col5a1","Sdc1","omnipath","omnipath"
"Col5a1","Sdc3","omnipath","omnipath"
"Col5a2","Cd93","omnipath","omnipath"
"Col5a2","Ddr1","omnipath","omnipath"
"Col5a2","Ddr2","omnipath","omnipath"
"Col5a2","Itga1","omnipath","omnipath"
"Col5a2","Itga10","omnipath","omnipath"
"Col5a2","Itga11","omnipath","omnipath"
"Col5a2","Itga2","omnipath","omnipath"
"Col5a2","Itgb1","omnipath","omnipath"
"Col5a2","Lair1","omnipath","omnipath"
"Col5a2","Sdc1","omnipath","omnipath"
"Col5a3","Cd93","omnipath","omnipath"
"Col5a3","Ddr1","omnipath","omnipath"
"Col5a3","Ddr2","omnipath","omnipath"
"Col5a3","Itga1","omnipath","omnipath"
"Col5a3","Itga10","omnipath","omnipath"
"Col5a3","Itga11","omnipath","omnipath"
"Col5a3","Itga2","omnipath","omnipath"
"Col5a3","Itgb1","omnipath","omnipath"
"Col5a3","Sdc1","omnipath","omnipath"
"Col5a3","Sdc3","omnipath","omnipath"
"Col6a1","Itga1","omnipath","omnipath"
"Col6a1","Itga10","omnipath","omnipath"
"Col6a1","Itga11","omnipath","omnipath"
"Col6a1","Itga2","omnipath","omnipath"
"Col6a1","Itga6","omnipath","omnipath"
"Col6a1","Itgb1","omnipath","omnipath"
"Col6a2","Itga1","omnipath","omnipath"
"Col6a2","Itga10","omnipath","omnipath"
"Col6a2","Itga11","omnipath","omnipath"
"Col6a2","Itga2","omnipath","omnipath"
"Col6a2","Itgb1","omnipath","omnipath"
"Col6a3","Itga1","omnipath","omnipath"
"Col6a3","Itga10","omnipath","omnipath"
"Col6a3","Itga11","omnipath","omnipath"
"Col6a3","Itga2","omnipath","omnipath"
"Col6a3","Itgb1","omnipath","omnipath"
"Col6a5","Itga1","omnipath","omnipath"
"Col6a5","Itga10","omnipath","omnipath"
"Col6a5","Itga11","omnipath","omnipath"
"Col6a5","Itga2","omnipath","omnipath"
"Col6a5","Itgb1","omnipath","omnipath"
"Col6a6","Itga1","omnipath","omnipath"
"Col6a6","Itga10","omnipath","omnipath"
"Col6a6","Itga11","omnipath","omnipath"
"Col6a6","Itga2","omnipath","omnipath"
"Col6a6","Itgb1","omnipath","omnipath"
"Col7a1","Itga1","omnipath","omnipath"
"Col7a1","Itga10","omnipath","omnipath"
"Col7a1","Itga11","omnipath","omnipath"
"Col7a1","Itga2","omnipath","omnipath"
"Col7a1","Itgb1","omnipath","omnipath"
"Col8a1","Ddr1","omnipath","omnipath"
"Col8a1","Itga1","omnipath","omnipath"
"Col8a1","Itga10","omnipath","omnipath"
"Col8a1","Itga11","omnipath","omnipath"
"Col8a1","Itga2","omnipath","omnipath"
"Col8a1","Itgb1","omnipath","omnipath"
"Col8a2","Ddr1","omnipath","omnipath"
"Col8a2","Itga1","omnipath","omnipath"
"Col8a2","Itga10","omnipath","omnipath"
"Col8a2","Itga11","omnipath","omnipath"
"Col8a2","Itga2","omnipath","omnipath"
"Col8a2","Itgb1","omnipath","omnipath"
"Col8a2","Slc4a11","omnipath","omnipath"
"Col9a1","Itga1","omnipath","omnipath"
"Col9a1","Itga10","omnipath","omnipath"
"Col9a1","Itga11","omnipath","omnipath"
"Col9a1","Itga2","omnipath","omnipath"
"Col9a1","Itgb1","omnipath","omnipath"
"Col9a1","Mag","omnipath","omnipath"
"Col9a2","Itga1","omnipath","omnipath"
"Col9a2","Itga10","omnipath","omnipath"
"Col9a2","Itga11","omnipath","omnipath"
"Col9a2","Itga2","omnipath","omnipath"
"Col9a2","Itgb1","omnipath","omnipath"
"Col9a2","Mag","omnipath","omnipath"
"Col9a3","Itga1","omnipath","omnipath"
"Col9a3","Itga10","omnipath","omnipath"
"Col9a3","Itga11","omnipath","omnipath"
"Col9a3","Itga2","omnipath","omnipath"
"Col9a3","Itgb1","omnipath","omnipath"
"Col9a3","Mag","omnipath","omnipath"
"Colq","Musk","omnipath","omnipath"
"Comp","Cd36","omnipath","omnipath"
"Comp","Cd47","omnipath","omnipath"
"Comp","Itga2b","nichenet_verschueren","nichenet_verschueren"
"Comp","Itga3","omnipath","omnipath"
"Comp","Itga5","omnipath","omnipath"
"Comp","Itga7","omnipath","omnipath"
"Comp","Itgav","nichenet_verschueren","nichenet_verschueren"
"Comp","Itgb1","omnipath","omnipath"
"Comp","Itgb3","omnipath","omnipath"
"Comp","Sdc1","nichenet_verschueren","nichenet_verschueren"
"Copa","Cd74","omnipath","omnipath"
"Copa","Mtnr1b","omnipath","omnipath"
"Copa","Ntrk1","omnipath","omnipath"
"Copa","Ntsr2","nichenet_verschueren","nichenet_verschueren"
"Copa","P2ry6","omnipath","omnipath"
"Copa","Sort1","omnipath","omnipath"
"Corin","Kirrel","omnipath","omnipath"
"Corin","Lrrc4c","omnipath","omnipath"
"Cort","Ghsr","omnipath","omnipath"
"Cort","Mrgprx2","omnipath","omnipath"
"Cort","Mrgpra1","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgpra2b","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgpra9","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgpra2a","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprx1","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprb4","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprb5","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprb2","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgpra4","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgpra6","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprx2","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprb8","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgpra3","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprb3","nichenet_verschueren","nichenet_verschueren"
"Cort","Mrgprb1","nichenet_verschueren","nichenet_verschueren"
"Cort","Sstr1","omnipath","omnipath"
"Cort","Sstr2","omnipath","omnipath"
"Cort","Sstr3","omnipath","omnipath"
"Cort","Sstr4","omnipath","omnipath"
"Cort","Sstr5","omnipath","omnipath"
"Cp","Slc40a1","omnipath","omnipath"
"Cp","Smo","omnipath","omnipath"
"Crb3","Lin7c","omnipath","omnipath"
"Crb3","Patj","omnipath","omnipath"
"Crh","Crhr1","omnipath","omnipath"
"Crh","Crhr2","omnipath","omnipath"
"Crh","Crhr1","nichenet_verschueren","nichenet_verschueren"
"Crh","Mc2r","nichenet_verschueren","nichenet_verschueren"
"Crhr2","Gnas","omnipath","omnipath"
"Crisp1","A1bg","omnipath","omnipath"
"Crisp2","Catsper1","omnipath","omnipath"
"Crisp3","A1bg","omnipath","omnipath"
"Crlf1","Cntfr","omnipath","omnipath"
"Crlf1","Il6st","omnipath","omnipath"
"Crlf1","Lifr","omnipath","omnipath"
"Crlf1","Sorl1","omnipath","omnipath"
"Crp","Cr1l","omnipath","omnipath"
"Crp","Olr1","omnipath","omnipath"
"Crtam","Cadm1","omnipath","omnipath"
"Crtam","Dsc3","nichenet_verschueren","nichenet_verschueren"
"Crtam","Ildr2","omnipath","omnipath"
"Crtam","Muc15","omnipath","omnipath"
"Crtam","Ntrk3","nichenet_verschueren","nichenet_verschueren"
"Csf1","Csf1r","omnipath","omnipath"
"Csf1","Csf2ra","omnipath","omnipath"
"Csf1","Csf3r","omnipath","omnipath"
"Csf1","Sirpa","omnipath","omnipath"
"Csf2","Csf1r","nichenet_verschueren","nichenet_verschueren"
"Csf2","Csf2ra","omnipath","omnipath"
"Csf2","Csf2rb","omnipath","omnipath"
"Csf2","Csf2rb2","omnipath","omnipath"
"Csf2","Csf3r","omnipath","omnipath"
"Csf2","Il3ra","omnipath","omnipath"
"Csf2","Sdc2","omnipath","omnipath"
"Csf3","Csf1r","nichenet_verschueren","nichenet_verschueren"
"Csf3","Csf2ra","omnipath","omnipath"
"Csf3","Csf3r","omnipath","omnipath"
"Ctf1","Il6st","omnipath","omnipath"
"Ctf1","Lifr","omnipath","omnipath"
"Cthrc1","Fzd3","omnipath","omnipath"
"Cthrc1","Fzd5","omnipath","omnipath"
"Cthrc1","Fzd6","omnipath","omnipath"
"Cthrc1","Ror2","omnipath","omnipath"
"Ctsd","App","omnipath","omnipath"
"Ctsg","F2r","omnipath","omnipath"
"Ctsg","F2rl1","omnipath","omnipath"
"Ctsg","F2rl2","omnipath","omnipath"
"Cx3cl1","Cx3cr1","omnipath","omnipath"
"Cx3cl1","Itga4","omnipath","omnipath"
"Cx3cl1","Itgav","omnipath","omnipath"
"Cx3cl1","Itgb1","omnipath","omnipath"
"Cx3cl1","Itgb3","omnipath","omnipath"
"Cxadr","Jaml","omnipath","omnipath"
"Cxcl1","Ackr1","omnipath","omnipath"
"Cxcl1","Cxcr1","omnipath","omnipath"
"Cxcl1","Cxcr2","omnipath","omnipath"
"Cxcl1","Dpp4","omnipath","omnipath"
"Cxcl1","Xcr1","omnipath","omnipath"
"Cxcl10","Ackr1","omnipath","omnipath"
"Cxcl10","Ccr3","omnipath","omnipath"
"Cxcl10","Cxcr3","omnipath","omnipath"
"Cxcl10","Dpp4","omnipath","omnipath"
"Cxcl10","Sdc4","omnipath","omnipath"
"Cxcl11","Ackr1","omnipath","omnipath"
"Cxcl11","Ackr3","omnipath","omnipath"
"Cxcl11","Ccr3","omnipath","omnipath"
"Cxcl11","Ccr5","omnipath","omnipath"
"Cxcl11","Cxcr3","omnipath","omnipath"
"Cxcl11","Dpp4","omnipath","omnipath"
"Cxcl12","Ackr3","omnipath","omnipath"
"Cxcl12","Cd4","omnipath","omnipath"
"Cxcl12","Cxcr3","omnipath","omnipath"
"Cxcl12","Cxcr4","omnipath","omnipath"
"Cxcl12","Dpp4","omnipath","omnipath"
"Cxcl12","Itgb1","omnipath","omnipath"
"Cxcl13","Ackr1","omnipath","omnipath"
"Cxcl13","Ackr4","omnipath","omnipath"
"Cxcl13","Ccr10","omnipath","omnipath"
"Cxcl13","Cxcr3","omnipath","omnipath"
"Cxcl13","Cxcr5","omnipath","omnipath"
"Cxcl14","Cxcr4","omnipath","omnipath"
"Cxcl16","Adra2a","omnipath","omnipath"
"Cxcl16","Cxcr6","omnipath","omnipath"
"Cxcl16","Grm7","omnipath","omnipath"
"Cxcl16","Mtnr1a","omnipath","omnipath"
"Cxcl17","Gpr35","omnipath","omnipath"
"Cxcl2","Ackr1","omnipath","omnipath"
"Cxcl2","Adra2a","omnipath","omnipath"
"Cxcl2","Cxcr1","omnipath","omnipath"
"Cxcl2","Cxcr2","omnipath","omnipath"
"Cxcl2","Grm7","omnipath","omnipath"
"Cxcl2","Mtnr1a","omnipath","omnipath"
"Cxcl5","Ackr1","omnipath","omnipath"
"Cxcl5","Cxcr1","omnipath","omnipath"
"Cxcl5","Cxcr2","omnipath","omnipath"
"Cxcl9","Ackr1","omnipath","omnipath"
"Cxcl9","Ccr3","omnipath","omnipath"
"Cxcl9","Cxcr3","omnipath","omnipath"
"Cxcl9","Dpp4","omnipath","omnipath"
"Cytl1","Ccr2","omnipath","omnipath"
"Dbh","Adra1a","omnipath","omnipath"
"Dbh","Adra1b","omnipath","omnipath"
"Dbh","Adra1d","omnipath","omnipath"
"Dbh","Adra2a","omnipath","omnipath"
"Dbh","Adra2b","omnipath","omnipath"
"Dbh","Adra2c","omnipath","omnipath"
"Dbh","Adrb1","omnipath","omnipath"
"Dbh","Adrb2","omnipath","omnipath"
"Dbh","Adrb3","omnipath","omnipath"
"Dbh","Gpr161","omnipath","omnipath"
"Dchs1","Fat4","omnipath","omnipath"
"Dcn","Egfr","omnipath","omnipath"
"Dcn","Erbb4","omnipath","omnipath"
"Dcn","Igf1r","omnipath","omnipath"
"Dcn","Kdr","omnipath","omnipath"
"Dcn","Lrp1","omnipath","omnipath"
"Dcn","Met","omnipath","omnipath"
"Dcn","Tlr2","omnipath","omnipath"
"Dcn","Tlr4","omnipath","omnipath"
"Defb14","Ccr2","omnipath","omnipath"
"Defb14","Ccr6","omnipath","omnipath"
"Dhh","Boc","omnipath","omnipath"
"Dhh","Cdon","omnipath","omnipath"
"Dhh","Hhip","omnipath","omnipath"
"Dhh","Ptch1","omnipath","omnipath"
"Dhh","Ptch2","omnipath","omnipath"
"Dkk1","Kremen1","omnipath","omnipath"
"Dkk1","Kremen2","omnipath","omnipath"
"Dkk1","Lrp5","omnipath","omnipath"
"Dkk1","Lrp6","omnipath","omnipath"
"Dkk2","Kremen1","omnipath","omnipath"
"Dkk2","Kremen2","omnipath","omnipath"
"Dkk2","Lrp5","omnipath","omnipath"
"Dkk2","Lrp6","omnipath","omnipath"
"Dkk3","Kremen1","omnipath","omnipath"
"Dkk4","Kremen1","omnipath","omnipath"
"Dkk4","Kremen2","omnipath","omnipath"
"Dkk4","Lrp5","omnipath","omnipath"
"Dkk4","Lrp6","omnipath","omnipath"
"Dlk1","Acvr2b","nichenet_verschueren","nichenet_verschueren"
"Dlk1","Erbb4","nichenet_verschueren","nichenet_verschueren"
"Dlk1","Notch1","omnipath","omnipath"
"Dlk1","Notch2","omnipath","omnipath"
"Dlk1","Notch3","omnipath","omnipath"
"Dlk1","Notch4","omnipath","omnipath"
"Dlk2","Notch1","omnipath","omnipath"
"Dll1","Musk","nichenet_verschueren","nichenet_verschueren"
"Dll1","Notch1","omnipath","omnipath"
"Dll1","Notch2","omnipath","omnipath"
"Dll1","Notch3","omnipath","omnipath"
"Dll1","Notch4","omnipath","omnipath"
"Dll3","Notch1","omnipath","omnipath"
"Dll3","Notch2","omnipath","omnipath"
"Dll3","Notch3","omnipath","omnipath"
"Dll3","Notch4","omnipath","omnipath"
"Dll4","Notch1","omnipath","omnipath"
"Dll4","Notch2","omnipath","omnipath"
"Dll4","Notch3","omnipath","omnipath"
"Dll4","Notch4","omnipath","omnipath"
"Dmp1","Itgav","omnipath","omnipath"
"Dmp1","Itgb3","omnipath","omnipath"
"Draxin","Dcc","omnipath","omnipath"
"Dsc1","Dsg1a","omnipath","omnipath"
"Dsc1","Dsg1b","omnipath","omnipath"
"Dsc1","Dsg1c","omnipath","omnipath"
"Dsc1","Dsg2","omnipath","omnipath"
"Dsc1","Dsg3","omnipath","omnipath"
"Dsc1","Dsg4","omnipath","omnipath"
"Dsc2","Dsg1a","omnipath","omnipath"
"Dsc2","Dsg1b","omnipath","omnipath"
"Dsc2","Dsg1c","omnipath","omnipath"
"Dsc2","Dsg2","omnipath","omnipath"
"Dsc2","Dsg3","omnipath","omnipath"
"Dsc2","Dsg4","omnipath","omnipath"
"Dsc3","Dsg1a","omnipath","omnipath"
"Dsc3","Dsg1b","omnipath","omnipath"
"Dsc3","Dsg1c","omnipath","omnipath"
"Dsc3","Dsg2","omnipath","omnipath"
"Dsc3","Dsg3","omnipath","omnipath"
"Dsc3","Dsg4","omnipath","omnipath"
"Dscam","Dcc","omnipath","omnipath"
"Dscam","Dscam","nichenet_verschueren","nichenet_verschueren"
"Dscam","Notch3","omnipath","omnipath"
"Dscam","Ptprk","omnipath","omnipath"
"Dscam","Ptprm","omnipath","omnipath"
"Dscam","Ptprt","omnipath","omnipath"
"Dscaml1","Aqp9","omnipath","omnipath"
"Dscaml1","Ptprk","omnipath","omnipath"
"Dscaml1","Ptprm","omnipath","omnipath"
"Dscaml1","Ptprt","omnipath","omnipath"
"Dsg1a","Dsc3","omnipath","omnipath"
"Dsg1a","Flt4","omnipath","omnipath"
"Dsg1b","Dsc3","omnipath","omnipath"
"Dsg1b","Flt4","omnipath","omnipath"
"Dsg1c","Dsc3","omnipath","omnipath"
"Dsg1c","Flt4","omnipath","omnipath"
"Dsg2","Dsc1","omnipath","omnipath"
"Dsg2","Dsc3","omnipath","omnipath"
"Dspp","Itgav","omnipath","omnipath"
"Dspp","Itgb1","omnipath","omnipath"
"Dspp","Itgb6","omnipath","omnipath"
"Dusp18","Cd151","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Itga1","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Itga2","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Itga3","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Itga6","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Itga7","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Itgb1","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Itgb4","nichenet_verschueren","nichenet_verschueren"
"Dusp18","Rpsa","nichenet_verschueren","nichenet_verschueren"
"Ebi3","Il27ra","omnipath","omnipath"
"Ebi3","Il6st","omnipath","omnipath"
"Ecm1","Cachd1","omnipath","omnipath"
"Ecm1","Itgb4","omnipath","omnipath"
"Eda","Eda2r","omnipath","omnipath"
"Eda","Edar","omnipath","omnipath"
"Eda","Il1rl1","omnipath","omnipath"
"Edil3","Itga5","omnipath","omnipath"
"Edil3","Itgav","omnipath","omnipath"
"Edil3","Itgb1","omnipath","omnipath"
"Edil3","Itgb3","omnipath","omnipath"
"Edil3","Itgb5","omnipath","omnipath"
"Edn1","Adgrl4","omnipath","omnipath"
"Edn1","Ece1","omnipath","omnipath"
"Edn1","Ednra","omnipath","omnipath"
"Edn1","Ednrb","omnipath","omnipath"
"Edn1","Egfr","omnipath","omnipath"
"Edn2","Ednra","omnipath","omnipath"
"Edn2","Ednrb","omnipath","omnipath"
"Edn3","Ednra","omnipath","omnipath"
"Edn3","Ednrb","omnipath","omnipath"
"Efemp1","Egfr","omnipath","omnipath"
"Efemp2","Aqp1","omnipath","omnipath"
"Efemp2","Catsper1","omnipath","omnipath"
"Efemp2","Lingo1","omnipath","omnipath"
"Efemp2","Plscr4","omnipath","omnipath"
"Efna1","Epha1","omnipath","omnipath"
"Efna1","Epha2","omnipath","omnipath"
"Efna1","Epha3","omnipath","omnipath"
"Efna1","Epha4","omnipath","omnipath"
"Efna1","Epha5","omnipath","omnipath"
"Efna1","Epha6","omnipath","omnipath"
"Efna1","Epha7","omnipath","omnipath"
"Efna1","Epha8","omnipath","omnipath"
"Efna1","Ephb1","omnipath","omnipath"
"Efna2","Epha1","omnipath","omnipath"
"Efna2","Epha10","omnipath","omnipath"
"Efna2","Epha2","omnipath","omnipath"
"Efna2","Epha3","omnipath","omnipath"
"Efna2","Epha4","omnipath","omnipath"
"Efna2","Epha5","omnipath","omnipath"
"Efna2","Epha6","omnipath","omnipath"
"Efna2","Epha7","omnipath","omnipath"
"Efna2","Epha8","omnipath","omnipath"
"Efna3","Epha1","omnipath","omnipath"
"Efna3","Epha10","omnipath","omnipath"
"Efna3","Epha2","omnipath","omnipath"
"Efna3","Epha3","omnipath","omnipath"
"Efna3","Epha4","omnipath","omnipath"
"Efna3","Epha5","omnipath","omnipath"
"Efna3","Epha6","omnipath","omnipath"
"Efna3","Epha7","omnipath","omnipath"
"Efna3","Epha8","omnipath","omnipath"
"Efna3","Ephb1","omnipath","omnipath"
"Efna4","Epha1","omnipath","omnipath"
"Efna4","Epha10","omnipath","omnipath"
"Efna4","Epha2","omnipath","omnipath"
"Efna4","Epha3","omnipath","omnipath"
"Efna4","Epha4","omnipath","omnipath"
"Efna4","Epha5","omnipath","omnipath"
"Efna4","Epha6","omnipath","omnipath"
"Efna4","Epha7","omnipath","omnipath"
"Efna4","Epha8","omnipath","omnipath"
"Efna5","Epha1","omnipath","omnipath"
"Efna5","Epha2","omnipath","omnipath"
"Efna5","Epha3","omnipath","omnipath"
"Efna5","Epha4","omnipath","omnipath"
"Efna5","Epha5","omnipath","omnipath"
"Efna5","Epha6","omnipath","omnipath"
"Efna5","Epha7","omnipath","omnipath"
"Efna5","Epha8","omnipath","omnipath"
"Efna5","Ephb1","omnipath","omnipath"
"Efna5","Ephb2","omnipath","omnipath"
"Efna5","Ephb6","omnipath","omnipath"
"Efnb1","Dag1","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Dsg4","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Epha3","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Epha4","omnipath","omnipath"
"Efnb1","Ephb1","omnipath","omnipath"
"Efnb1","Ephb2","omnipath","omnipath"
"Efnb1","Ephb3","omnipath","omnipath"
"Efnb1","Ephb4","omnipath","omnipath"
"Efnb1","Ephb6","omnipath","omnipath"
"Efnb1","Erbb2","omnipath","omnipath"
"Efnb1","Evc2","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Fam187b","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Itln1","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Lvrn","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Naalad2","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Slamf9","nichenet_verschueren","nichenet_verschueren"
"Efnb1","Trhde","nichenet_verschueren","nichenet_verschueren"
"Efnb2","AB124611","nichenet_verschueren","nichenet_verschueren"
"Efnb2","Epha10","nichenet_verschueren","nichenet_verschueren"
"Efnb2","Epha3","omnipath","omnipath"
"Efnb2","Epha4","omnipath","omnipath"
"Efnb2","Epha6","omnipath","omnipath"
"Efnb2","Epha8","nichenet_verschueren","nichenet_verschueren"
"Efnb2","Ephb1","omnipath","omnipath"
"Efnb2","Ephb2","omnipath","omnipath"
"Efnb2","Ephb3","omnipath","omnipath"
"Efnb2","Ephb4","omnipath","omnipath"
"Efnb2","Ephb6","omnipath","omnipath"
"Efnb2","Fcrl1","nichenet_verschueren","nichenet_verschueren"
"Efnb2","Grm1","omnipath","omnipath"
"Efnb2","Grm5","omnipath","omnipath"
"Efnb2","Pecam1","omnipath","omnipath"
"Efnb2","Rhbdl2","omnipath","omnipath"
"Efnb2","Tctn2","nichenet_verschueren","nichenet_verschueren"
"Efnb3","AB124611","nichenet_verschueren","nichenet_verschueren"
"Efnb3","Epha10","nichenet_verschueren","nichenet_verschueren"
"Efnb3","Epha3","nichenet_verschueren","nichenet_verschueren"
"Efnb3","Epha4","omnipath","omnipath"
"Efnb3","Ephb1","omnipath","omnipath"
"Efnb3","Ephb2","omnipath","omnipath"
"Efnb3","Ephb3","omnipath","omnipath"
"Efnb3","Ephb4","omnipath","omnipath"
"Efnb3","Ephb6","omnipath","omnipath"
"Efnb3","Rhbdl2","omnipath","omnipath"
"Egf","Egfr","omnipath","omnipath"
"Egf","Erbb2","omnipath","omnipath"
"Egf","Erbb3","omnipath","omnipath"
"Egf","Erbb4","omnipath","omnipath"
"Egf","Tnfrsf11b","nichenet_verschueren","nichenet_verschueren"
"Elfn1","Flt1","nichenet_verschueren","nichenet_verschueren"
"Emc1","Prlr","nichenet_verschueren","nichenet_verschueren"
"Enam","Cd63","omnipath","omnipath"
"Eng","Acvr2a","omnipath","omnipath"
"Eng","Acvrl1","omnipath","omnipath"
"Eng","Bmpr2","omnipath","omnipath"
"Eng","Cdh5","omnipath","omnipath"
"Eng","Itgav","omnipath","omnipath"
"Enho","Gpr19","omnipath","omnipath"
"Enpp1","Insr","omnipath","omnipath"
"Entpd1","Adora1","omnipath","omnipath"
"Entpd1","Adora2a","omnipath","omnipath"
"Entpd1","Adora2b","omnipath","omnipath"
"Entpd1","Tmigd3","omnipath","omnipath"
"Epcam","Cldn1","omnipath","omnipath"
"Epcam","Cldn7","omnipath","omnipath"
"Epgn","Egfr","omnipath","omnipath"
"Epgn","Erbb4","omnipath","omnipath"
"Epgn","Igsf11","nichenet_verschueren","nichenet_verschueren"
"Epha4","Fgfr1","omnipath","omnipath"
"Epha4","Fgfr2","omnipath","omnipath"
"Epha4","Fgfr3","omnipath","omnipath"
"Epha4","Fgfr4","omnipath","omnipath"
"Epo","Ephb4","omnipath","omnipath"
"Epo","Epor","omnipath","omnipath"
"Ereg","Egfr","omnipath","omnipath"
"Ereg","Erbb2","omnipath","omnipath"
"Ereg","Erbb3","omnipath","omnipath"
"Ereg","Erbb4","omnipath","omnipath"
"Erfe","Lrp1","omnipath","omnipath"
"Esam","Esam","nichenet_verschueren","nichenet_verschueren"
"Esam","Robo3","nichenet_verschueren","nichenet_verschueren"
"Esm1","Itgal","omnipath","omnipath"
"Esm1","Itgb2","omnipath","omnipath"
"Esm1","Itgb2l","omnipath","omnipath"
"Ezr","Slc9a1","omnipath","omnipath"
"F10","F3","omnipath","omnipath"
"F10","F7","omnipath","omnipath"
"F10","Itgam","omnipath","omnipath"
"F10","Gm49368","omnipath","omnipath"
"F10","Itgb2","omnipath","omnipath"
"F10","Itgb2l","omnipath","omnipath"
"F11","F9","omnipath","omnipath"
"F11","Gp1ba","omnipath","omnipath"
"F11","Gp1bb","omnipath","omnipath"
"F11","Gp5","omnipath","omnipath"
"F11","Gp9","omnipath","omnipath"
"F11r","F11r","nichenet_verschueren","nichenet_verschueren"
"F11r","Itgal","omnipath","omnipath"
"F11r","Itgb2","omnipath","omnipath"
"F11r","Itgb2l","omnipath","omnipath"
