"from","to","database","source"
"H2-M3","Klrc3","omnipath","omnipath"
"H2-M3","Klrc2","omnipath","omnipath"
"H2-M3","Klrh1","omnipath","omnipath"
"H2-M3","Clec2m","omnipath","omnipath"
"H2-M3","Klri2","omnipath","omnipath"
"H2-M3","Klri1","omnipath","omnipath"
"H2-M3","Klre1","omnipath","omnipath"
"H2-M3","Klrd1","omnipath","omnipath"
"H2-M3","Klrk1","omnipath","omnipath"
"H2-M5","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-M5","Klrc1","omnipath","omnipath"
"H2-M5","Klrc3","omnipath","omnipath"
"H2-M5","Klrc2","omnipath","omnipath"
"H2-M5","Klrh1","omnipath","omnipath"
"H2-M5","Clec2m","omnipath","omnipath"
"H2-M5","Klri2","omnipath","omnipath"
"H2-M5","Klri1","omnipath","omnipath"
"H2-M5","Klre1","omnipath","omnipath"
"H2-M5","Klrd1","omnipath","omnipath"
"H2-M5","Klrk1","omnipath","omnipath"
"H2-M9","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-M9","Klrc1","omnipath","omnipath"
"H2-M9","Klrc3","omnipath","omnipath"
"H2-M9","Klrc2","omnipath","omnipath"
"H2-M9","Klrh1","omnipath","omnipath"
"H2-M9","Clec2m","omnipath","omnipath"
"H2-M9","Klri2","omnipath","omnipath"
"H2-M9","Klri1","omnipath","omnipath"
"H2-M9","Klre1","omnipath","omnipath"
"H2-M9","Klrd1","omnipath","omnipath"
"H2-M9","Klrk1","omnipath","omnipath"
"H2-Oa","Cd4","omnipath","omnipath"
"H2-Ob","Cd4","omnipath","omnipath"
"H2-Q1","Aplp2","omnipath","omnipath"
"H2-Q1","Cd8a","omnipath","omnipath"
"H2-Q1","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-Q1","Erbb2","omnipath","omnipath"
"H2-Q1","Kir3dl1","omnipath","omnipath"
"H2-Q1","Kir3dl2","omnipath","omnipath"
"H2-Q1","Klrc1","omnipath","omnipath"
"H2-Q1","Klrc3","omnipath","omnipath"
"H2-Q1","Klrc2","omnipath","omnipath"
"H2-Q1","Klrh1","omnipath","omnipath"
"H2-Q1","Clec2m","omnipath","omnipath"
"H2-Q1","Klri2","omnipath","omnipath"
"H2-Q1","Klri1","omnipath","omnipath"
"H2-Q1","Klre1","omnipath","omnipath"
"H2-Q1","Klrd1","omnipath","omnipath"
"H2-Q1","Klrk1","omnipath","omnipath"
"H2-Q10","Aplp2","omnipath","omnipath"
"H2-Q10","Cd8a","omnipath","omnipath"
"H2-Q10","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-Q10","Erbb2","omnipath","omnipath"
"H2-Q10","Kir3dl1","omnipath","omnipath"
"H2-Q10","Kir3dl2","omnipath","omnipath"
"H2-Q10","Klrc1","omnipath","omnipath"
"H2-Q10","Klrc3","omnipath","omnipath"
"H2-Q10","Klrc2","omnipath","omnipath"
"H2-Q10","Klrh1","omnipath","omnipath"
"H2-Q10","Clec2m","omnipath","omnipath"
"H2-Q10","Klri2","omnipath","omnipath"
"H2-Q10","Klri1","omnipath","omnipath"
"H2-Q10","Klre1","omnipath","omnipath"
"H2-Q10","Klrd1","omnipath","omnipath"
"H2-Q10","Klrk1","omnipath","omnipath"
"H2-Q2","Aplp2","omnipath","omnipath"
"H2-Q2","Cd8a","omnipath","omnipath"
"H2-Q2","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-Q2","Erbb2","omnipath","omnipath"
"H2-Q2","Kir3dl1","omnipath","omnipath"
"H2-Q2","Kir3dl2","omnipath","omnipath"
"H2-Q2","Klrc1","omnipath","omnipath"
"H2-Q2","Klrc3","omnipath","omnipath"
"H2-Q2","Klrc2","omnipath","omnipath"
"H2-Q2","Klrh1","omnipath","omnipath"
"H2-Q2","Clec2m","omnipath","omnipath"
"H2-Q2","Klri2","omnipath","omnipath"
"H2-Q2","Klri1","omnipath","omnipath"
"H2-Q2","Klre1","omnipath","omnipath"
"H2-Q2","Klrd1","omnipath","omnipath"
"H2-Q2","Klrk1","omnipath","omnipath"
"H2-Q4","Aplp2","omnipath","omnipath"
"H2-Q4","Cd8a","omnipath","omnipath"
"H2-Q4","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-Q4","Erbb2","omnipath","omnipath"
"H2-Q4","Kir3dl1","omnipath","omnipath"
"H2-Q4","Kir3dl2","omnipath","omnipath"
"H2-Q4","Klrc1","omnipath","omnipath"
"H2-Q4","Klrc3","omnipath","omnipath"
"H2-Q4","Klrc2","omnipath","omnipath"
"H2-Q4","Klrh1","omnipath","omnipath"
"H2-Q4","Clec2m","omnipath","omnipath"
"H2-Q4","Klri2","omnipath","omnipath"
"H2-Q4","Klri1","omnipath","omnipath"
"H2-Q4","Klre1","omnipath","omnipath"
"H2-Q4","Klrd1","omnipath","omnipath"
"H2-Q4","Klrk1","omnipath","omnipath"
"H2-Q6","Aplp2","omnipath","omnipath"
"H2-Q6","Cd8a","omnipath","omnipath"
"H2-Q6","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-Q6","Erbb2","omnipath","omnipath"
"H2-Q6","Kir3dl1","omnipath","omnipath"
"H2-Q6","Kir3dl2","omnipath","omnipath"
"H2-Q6","Klrc1","omnipath","omnipath"
"H2-Q6","Klrc3","omnipath","omnipath"
"H2-Q6","Klrc2","omnipath","omnipath"
"H2-Q6","Klrh1","omnipath","omnipath"
"H2-Q6","Clec2m","omnipath","omnipath"
"H2-Q6","Klri2","omnipath","omnipath"
"H2-Q6","Klri1","omnipath","omnipath"
"H2-Q6","Klre1","omnipath","omnipath"
"H2-Q6","Klrd1","omnipath","omnipath"
"H2-Q6","Klrk1","omnipath","omnipath"
"H2-Q7","Aplp2","omnipath","omnipath"
"H2-Q7","Cd8a","omnipath","omnipath"
"H2-Q7","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-Q7","Erbb2","omnipath","omnipath"
"H2-Q7","Kir3dl1","omnipath","omnipath"
"H2-Q7","Kir3dl2","omnipath","omnipath"
"H2-Q7","Klrc1","omnipath","omnipath"
"H2-Q7","Klrc3","omnipath","omnipath"
"H2-Q7","Klrc2","omnipath","omnipath"
"H2-Q7","Klrh1","omnipath","omnipath"
"H2-Q7","Clec2m","omnipath","omnipath"
"H2-Q7","Klri2","omnipath","omnipath"
"H2-Q7","Klri1","omnipath","omnipath"
"H2-Q7","Klre1","omnipath","omnipath"
"H2-Q7","Klrd1","omnipath","omnipath"
"H2-Q7","Klrk1","omnipath","omnipath"
"H2-T-ps","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-T-ps","Klrc1","omnipath","omnipath"
"H2-T-ps","Klrc3","omnipath","omnipath"
"H2-T-ps","Klrc2","omnipath","omnipath"
"H2-T-ps","Klrh1","omnipath","omnipath"
"H2-T-ps","Clec2m","omnipath","omnipath"
"H2-T-ps","Klri2","omnipath","omnipath"
"H2-T-ps","Klri1","omnipath","omnipath"
"H2-T-ps","Klre1","omnipath","omnipath"
"H2-T-ps","Klrd1","omnipath","omnipath"
"H2-T-ps","Klrk1","omnipath","omnipath"
"H2-T10","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-T10","Klrc1","omnipath","omnipath"
"H2-T10","Klrc3","omnipath","omnipath"
"H2-T10","Klrc2","omnipath","omnipath"
"H2-T10","Klrh1","omnipath","omnipath"
"H2-T10","Clec2m","omnipath","omnipath"
"H2-T10","Klri2","omnipath","omnipath"
"H2-T10","Klri1","omnipath","omnipath"
"H2-T10","Klre1","omnipath","omnipath"
"H2-T10","Klrd1","omnipath","omnipath"
"H2-T10","Klrk1","omnipath","omnipath"
"H2-T22","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-T22","Klrc1","omnipath","omnipath"
"H2-T22","Klrc3","omnipath","omnipath"
"H2-T22","Klrc2","omnipath","omnipath"
"H2-T22","Klrh1","omnipath","omnipath"
"H2-T22","Clec2m","omnipath","omnipath"
"H2-T22","Klri2","omnipath","omnipath"
"H2-T22","Klri1","omnipath","omnipath"
"H2-T22","Klre1","omnipath","omnipath"
"H2-T22","Klrd1","omnipath","omnipath"
"H2-T22","Klrk1","omnipath","omnipath"
"H2-T23","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-T23","Klrc1","omnipath","omnipath"
"H2-T23","Klrc3","omnipath","omnipath"
"H2-T23","Klrc2","omnipath","omnipath"
"H2-T23","Klrh1","omnipath","omnipath"
"H2-T23","Clec2m","omnipath","omnipath"
"H2-T23","Klri2","omnipath","omnipath"
"H2-T23","Klri1","omnipath","omnipath"
"H2-T23","Klre1","omnipath","omnipath"
"H2-T23","Klrd1","omnipath","omnipath"
"H2-T23","Klrk1","omnipath","omnipath"
"H2-T24","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-T24","Klrc1","omnipath","omnipath"
"H2-T24","Klrc3","omnipath","omnipath"
"H2-T24","Klrc2","omnipath","omnipath"
"H2-T24","Klrh1","omnipath","omnipath"
"H2-T24","Clec2m","omnipath","omnipath"
"H2-T24","Klri2","omnipath","omnipath"
"H2-T24","Klri1","omnipath","omnipath"
"H2-T24","Klre1","omnipath","omnipath"
"H2-T24","Klrd1","omnipath","omnipath"
"H2-T24","Klrk1","omnipath","omnipath"
"H2-T3","Cd8a","nichenet_verschueren","nichenet_verschueren"
"H2-T3","Klrc1","omnipath","omnipath"
"H2-T3","Klrc3","omnipath","omnipath"
"H2-T3","Klrc2","omnipath","omnipath"
"H2-T3","Klrh1","omnipath","omnipath"
"H2-T3","Clec2m","omnipath","omnipath"
"H2-T3","Klri2","omnipath","omnipath"
"H2-T3","Klri1","omnipath","omnipath"
"H2-T3","Klre1","omnipath","omnipath"
"H2-T3","Klrd1","omnipath","omnipath"
"H2-T3","Klrk1","omnipath","omnipath"
"Hapln1","Adgra2","omnipath","omnipath"
"Hapln1","Ager","omnipath","omnipath"
"Hapln1","Igdcc4","omnipath","omnipath"
"Hapln1","Il1rl1","omnipath","omnipath"
"Hapln1","Mpig6b","omnipath","omnipath"
"Hapln1","Prtg","omnipath","omnipath"
"Hapln1","Tnfrsf11b","omnipath","omnipath"
"Hapln1","Treml2","omnipath","omnipath"
"Has1","Cd44","omnipath","omnipath"
"Has2","Cd44","omnipath","omnipath"
"Has2","Erbb2","omnipath","omnipath"
"Has2","Ezr","omnipath","omnipath"
"Has2","Hmmr","nichenet_verschueren","nichenet_verschueren"
"Havcr1","Cd300lb","omnipath","omnipath"
"Havcr1","Igsf21","omnipath","omnipath"
"Havcr1","Siglec1","omnipath","omnipath"
"Havcr1","Timd4","omnipath","omnipath"
"Hbegf","Cd44","omnipath","omnipath"
"Hbegf","Cd6","nichenet_verschueren","nichenet_verschueren"
"Hbegf","Cd82","omnipath","omnipath"
"Hbegf","Cd9","omnipath","omnipath"
"Hbegf","Egfr","omnipath","omnipath"
"Hbegf","Erbb2","omnipath","omnipath"
"Hbegf","Erbb4","omnipath","omnipath"
"Hbegf","Mog","nichenet_verschueren","nichenet_verschueren"
"Hc","C5ar1","omnipath","omnipath"
"Hc","C5ar2","omnipath","omnipath"
"Hcrt","Hcrtr1","omnipath","omnipath"
"Hcrt","Hcrtr2","omnipath","omnipath"
"Hcrt","Npffr2","omnipath","omnipath"
"Hdc","Hrh1","nichenet_verschueren","nichenet_verschueren"
"Hdc","Hrh2","nichenet_verschueren","nichenet_verschueren"
"Hdc","Hrh3","nichenet_verschueren","nichenet_verschueren"
"Hdc","Hrh4","nichenet_verschueren","nichenet_verschueren"
"Hebp1","Fpr2","nichenet_verschueren","nichenet_verschueren"
"Hebp1","Fpr3","nichenet_verschueren","nichenet_verschueren"
"Hgf","Cd44","omnipath","omnipath"
"Hgf","Met","omnipath","omnipath"
"Hgf","Sdc1","omnipath","omnipath"
"Hgf","Sdc2","omnipath","omnipath"
"Hgf","St14","omnipath","omnipath"
"Hhipl2","Cachd1","omnipath","omnipath"
"Hjv","Neo1","nichenet_verschueren","nichenet_verschueren"
"Hp","Apoa1","omnipath","omnipath"
"Hp","Asgr1","omnipath","omnipath"
"Hp","Asgr2","omnipath","omnipath"
"Hp","Cd163","omnipath","omnipath"
"Hp","Cd22","omnipath","omnipath"
"Hp","Itgam","omnipath","omnipath"
"Hp","Gm49368","omnipath","omnipath"
"Hp","Itgb2","omnipath","omnipath"
"Hp","Itgb2l","omnipath","omnipath"
"Hp","Tlr4","omnipath","omnipath"
"Hpx","Lrp1","omnipath","omnipath"
"Hrg","Erbb2","omnipath","omnipath"
"Hrg","Erbb3","omnipath","omnipath"
"Hrg","Fcgr1","omnipath","omnipath"
"Hsp90b1","Lrp1","nichenet_verschueren","nichenet_verschueren"
"Hspg2","Col13a1","omnipath","omnipath"
"Hspg2","Dag1","nichenet_verschueren","nichenet_verschueren"
"Hspg2","Fgfr1","omnipath","omnipath"
"Hspg2","Itga2","omnipath","omnipath"
"Hspg2","Itgb1","omnipath","omnipath"
"Hspg2","Lrp1","omnipath","omnipath"
"Hspg2","Lrp2","omnipath","omnipath"
"Hspg2","Ptprs","omnipath","omnipath"
"Hspg2","Sdc1","omnipath","omnipath"
"Iapp","Calcr","omnipath","omnipath"
"Iapp","Ramp1","omnipath","omnipath"
"Iapp","Ramp2","omnipath","omnipath"
"Iapp","Ramp3","omnipath","omnipath"
"Ibsp","Itgav","omnipath","omnipath"
"Ibsp","Itgb3","omnipath","omnipath"
"Ibsp","Itgb5","omnipath","omnipath"
"Icam1","Cdh5","omnipath","omnipath"
"Icam1","Egfr","omnipath","omnipath"
"Icam1","Ezr","omnipath","omnipath"
"Icam1","Il2ra","omnipath","omnipath"
"Icam1","Il2rg","omnipath","omnipath"
"Icam1","Itgal","omnipath","omnipath"
"Icam1","Itgam","omnipath","omnipath"
"Icam1","Gm49368","omnipath","omnipath"
"Icam1","Itgax","omnipath","omnipath"
"Icam1","Itgb2","omnipath","omnipath"
"Icam1","Itgb2l","omnipath","omnipath"
"Icam1","Msn","omnipath","omnipath"
"Icam1","Spn","omnipath","omnipath"
"Icam2","Itgal","omnipath","omnipath"
"Icam2","Itgam","omnipath","omnipath"
"Icam2","Gm49368","omnipath","omnipath"
"Icam2","Itgb2","omnipath","omnipath"
"Icam2","Itgb2l","omnipath","omnipath"
"Icam4","Itga2b","omnipath","omnipath"
"Icam4","Itga4","omnipath","omnipath"
"Icam4","Itgal","omnipath","omnipath"
"Icam4","Itgam","omnipath","omnipath"
"Icam4","Gm49368","omnipath","omnipath"
"Icam4","Itgav","omnipath","omnipath"
"Icam4","Itgb1","omnipath","omnipath"
"Icam4","Itgb2","omnipath","omnipath"
"Icam4","Itgb2l","omnipath","omnipath"
"Icam4","Itgb3","omnipath","omnipath"
"Icam4","Rhag","omnipath","omnipath"
"Icam5","Cd209e","omnipath","omnipath"
"Icam5","Cd209c","omnipath","omnipath"
"Icam5","Cd209b","omnipath","omnipath"
"Icam5","Cd209a","omnipath","omnipath"
"Icam5","Cd209d","omnipath","omnipath"
"Icam5","Igdcc4","omnipath","omnipath"
"Icam5","Itgal","omnipath","omnipath"
"Icam5","Itgb2","omnipath","omnipath"
"Icam5","Itgb2l","omnipath","omnipath"
"Icam5","Prtg","omnipath","omnipath"
"Icosl","Cd28","omnipath","omnipath"
"Icosl","Ctla4","omnipath","omnipath"
"Icosl","Icos","omnipath","omnipath"
"Icosl","Ntm","omnipath","omnipath"
"Ifitm6","Cd81","omnipath","omnipath"
"Ifna1","Ifnar1","nichenet_verschueren","nichenet_verschueren"
"Ifna1","Ifnar1","omnipath","omnipath"
"Ifna1","Ifnar2","nichenet_verschueren","nichenet_verschueren"
"Ifna1","Ifnar2","omnipath","omnipath"
"Ifna11","Ifnar1","omnipath","omnipath"
"Ifna11","Ifnar2","omnipath","omnipath"
"Ifna12","Ifnar1","omnipath","omnipath"
"Ifna12","Ifnar2","omnipath","omnipath"
"Ifna13","Cr2","omnipath","omnipath"
"Ifna13","Ifnar1","omnipath","omnipath"
"Ifna13","Ifnar2","omnipath","omnipath"
"Ifna14","Ifnar1","omnipath","omnipath"
"Ifna14","Ifnar2","omnipath","omnipath"
"Ifna15","Ifnar1","omnipath","omnipath"
"Ifna15","Ifnar2","omnipath","omnipath"
"Ifna16","Ifnar1","omnipath","omnipath"
"Ifna16","Ifnar2","omnipath","omnipath"
"Ifna2","Cr2","omnipath","omnipath"
"Ifna2","Ifnar1","omnipath","omnipath"
"Ifna2","Ifnar2","omnipath","omnipath"
"Ifna4","Ifnar1","omnipath","omnipath"
"Ifna4","Ifnar2","omnipath","omnipath"
"Ifna5","Ifnar1","omnipath","omnipath"
"Ifna5","Ifnar2","omnipath","omnipath"
"Ifna6","Ifnar1","omnipath","omnipath"
"Ifna6","Ifnar2","omnipath","omnipath"
"Ifna7","Ifnar1","omnipath","omnipath"
"Ifna7","Ifnar2","omnipath","omnipath"
"Ifna9","Ifnar1","omnipath","omnipath"
"Ifna9","Ifnar2","omnipath","omnipath"
"Ifnab","Ifnar1","omnipath","omnipath"
"Ifnab","Ifnar2","omnipath","omnipath"
"Ifnb1","Ifnar1","omnipath","omnipath"
"Ifnb1","Ifnar2","omnipath","omnipath"
"Ifne","Adgrv1","omnipath","omnipath"
"Ifne","Ifnar1","omnipath","omnipath"
"Ifne","Ifnar2","omnipath","omnipath"
"Ifng","Ifngr1","omnipath","omnipath"
"Ifng","Ifngr2","omnipath","omnipath"
"Ifnk","Ifnar1","omnipath","omnipath"
"Ifnk","Ifnar2","omnipath","omnipath"
"Ifnl2","Ifnlr1","omnipath","omnipath"
"Ifnl2","Il10rb","omnipath","omnipath"
"Ifnl3","Ifnlr1","omnipath","omnipath"
"Ifnl3","Il10rb","omnipath","omnipath"
"Igf1","Igf1r","omnipath","omnipath"
"Igf1","Insr","omnipath","omnipath"
"Igf1","Itga6","omnipath","omnipath"
"Igf1","Itgav","omnipath","omnipath"
"Igf1","Itgb3","omnipath","omnipath"
"Igf1","Itgb4","omnipath","omnipath"
"Igf1","Trpv2","nichenet_verschueren","nichenet_verschueren"
"Igf2","Igf1r","omnipath","omnipath"
"Igf2","Igf2r","omnipath","omnipath"
"Igf2","Insr","omnipath","omnipath"
"Igf2","Itga6","omnipath","omnipath"
"Igf2","Itgav","omnipath","omnipath"
"Igf2","Itgb3","omnipath","omnipath"
"Igf2","Itgb4","omnipath","omnipath"
"Igfbp3","Egfr","omnipath","omnipath"
"Igfbp4","Fzd8","omnipath","omnipath"
"Igfbp4","Lrp6","omnipath","omnipath"
"Igfbp7","Mpig6b","omnipath","omnipath"
"Igfbpl1","Dcc","omnipath","omnipath"
"Igfl3","Igflr1","omnipath","omnipath"
"Igsf10","Cd200r4","omnipath","omnipath"
"Igsf10","Cd200r2","omnipath","omnipath"
"Igsf10","Cd200r3","omnipath","omnipath"
"Igsf10","Cd200r1","omnipath","omnipath"
"Igsf10","Igsf11","omnipath","omnipath"
"Igsf10","Mag","omnipath","omnipath"
"Igsf10","Milr1","omnipath","omnipath"
"Igsf10","Slamf9","omnipath","omnipath"
"Igsf11","Clec2l","omnipath","omnipath"
"Igsf11","Tmem190","nichenet_verschueren","nichenet_verschueren"
"Igsf11","Vsir","omnipath","omnipath"
"Igsf21","Cd22","nichenet_verschueren","nichenet_verschueren"
"Igsf21","Cd79b","nichenet_verschueren","nichenet_verschueren"
"Igsf21","Csf3r","nichenet_verschueren","nichenet_verschueren"
"Igsf21","Havcr1","nichenet_verschueren","nichenet_verschueren"
"Igsf21","Gm12169","nichenet_verschueren","nichenet_verschueren"
"Igsf21","BC053393","nichenet_verschueren","nichenet_verschueren"
"Igsf21","Timd2","nichenet_verschueren","nichenet_verschueren"
"Igsf21","Ildr2","omnipath","omnipath"
"Igsf21","Iyd","omnipath","omnipath"
"Igsf21","Muc15","omnipath","omnipath"
"Igsf21","Nrxn2","nichenet_verschueren","nichenet_verschueren"
"Igsf3","Ptgfrn","omnipath","omnipath"
"Ihh","Boc","omnipath","omnipath"
"Ihh","Cdon","omnipath","omnipath"
"Ihh","Hhip","omnipath","omnipath"
"Ihh","Ptch1","omnipath","omnipath"
"Ihh","Ptch2","omnipath","omnipath"
"Il10","Il10ra","omnipath","omnipath"
"Il10","Il10rb","omnipath","omnipath"
"Il11","Il11ra1","omnipath","omnipath"
"Il11","Il11ra2","omnipath","omnipath"
"Il11","Gm13305","omnipath","omnipath"
"Il11","Il6ra","omnipath","omnipath"
"Il11","Il6st","omnipath","omnipath"
"Il12a","Cd28","omnipath","omnipath"
"Il12a","Il12rb1","omnipath","omnipath"
"Il12a","Il12rb2","omnipath","omnipath"
"Il12b","Boc","omnipath","omnipath"
"Il12b","Il12rb1","omnipath","omnipath"
"Il12b","Il12rb2","omnipath","omnipath"
"Il12b","Il23r","omnipath","omnipath"
"Il13","Il13ra1","omnipath","omnipath"
"Il13","Il13ra2","omnipath","omnipath"
"Il13","Il2rg","omnipath","omnipath"
"Il13","Il4ra","omnipath","omnipath"
"Il15","Il15ra","omnipath","omnipath"
"Il15","Il2ra","omnipath","omnipath"
"Il15","Il2rb","omnipath","omnipath"
"Il15","Il2rg","omnipath","omnipath"
"Il16","Cd4","omnipath","omnipath"
"Il16","Cd9","omnipath","omnipath"
"Il16","Grin2a","omnipath","omnipath"
"Il16","Grin2b","omnipath","omnipath"
"Il16","Grin2c","omnipath","omnipath"
"Il16","Grin2d","omnipath","omnipath"
"Il16","Kcna3","omnipath","omnipath"
"Il16","Kcnd1","omnipath","omnipath"
"Il16","Kcnd2","omnipath","omnipath"
"Il16","Kcnj10","omnipath","omnipath"
"Il16","Kcnj15","omnipath","omnipath"
"Il16","Kcnj4","omnipath","omnipath"
"Il17a","Il17ra","omnipath","omnipath"
"Il17a","Il17rc","omnipath","omnipath"
"Il17b","Il17rb","omnipath","omnipath"
"Il17c","Il17ra","omnipath","omnipath"
"Il17c","Il17re","omnipath","omnipath"
"Il17f","Il17ra","omnipath","omnipath"
"Il17f","Il17rc","omnipath","omnipath"
"Il18","Il18r1","omnipath","omnipath"
"Il18","Il18rap","omnipath","omnipath"
"Il18","Il1rapl1","omnipath","omnipath"
"Il18","Il1rl2","omnipath","omnipath"
"Il18bp","Il6ra","omnipath","omnipath"
"Il18bp","Kir3dl2","omnipath","omnipath"
"Il18bp","Kir3dl1","omnipath","omnipath"
"Il18bp","Mag","omnipath","omnipath"
"Il19","Il20ra","omnipath","omnipath"
"Il19","Il20rb","omnipath","omnipath"
"Il1a","Il1r1","omnipath","omnipath"
"Il1a","Il1r2","omnipath","omnipath"
"Il1a","Il1rap","omnipath","omnipath"
"Il1b","Adrb2","omnipath","omnipath"
"Il1b","Il12rb2","omnipath","omnipath"
"Il1b","Il1r1","omnipath","omnipath"
"Il1b","Il1r2","omnipath","omnipath"
"Il1b","Il1rap","omnipath","omnipath"
"Il1f10","Il1r1","omnipath","omnipath"
"Il1f10","Il1rapl1","omnipath","omnipath"
"Il1f10","Il1rapl2","omnipath","omnipath"
"Il1f10","Il1rl2","omnipath","omnipath"
"Il1f10","Sigirr","omnipath","omnipath"
"Il1rn","Il1r1","omnipath","omnipath"
"Il1rn","Il1r2","omnipath","omnipath"
"Il1rn","Il1rl2","omnipath","omnipath"
"Il2","Cd53","omnipath","omnipath"
"Il2","Il2ra","omnipath","omnipath"
"Il2","Il2rb","omnipath","omnipath"
"Il2","Il2rg","omnipath","omnipath"
"Il2","Ngfr","omnipath","omnipath"
"Il20","Il20ra","omnipath","omnipath"
"Il20","Il20rb","omnipath","omnipath"
"Il20","Il22ra1","omnipath","omnipath"
"Il21","Il21r","omnipath","omnipath"
"Il21","Il2rg","omnipath","omnipath"
"Il21","Il4ra","omnipath","omnipath"
"Il22","Il10ra","omnipath","omnipath"
"Il22","Il10rb","omnipath","omnipath"
"Il22","Il20ra","omnipath","omnipath"
"Il22","Il20rb","omnipath","omnipath"
"Il22","Il22ra1","omnipath","omnipath"
"Il22","Il22ra2","omnipath","omnipath"
"Il22b","Il10ra","omnipath","omnipath"
"Il22b","Il10rb","omnipath","omnipath"
"Il22b","Il20ra","omnipath","omnipath"
"Il22b","Il20rb","omnipath","omnipath"
"Il22b","Il22ra1","omnipath","omnipath"
"Il22b","Il22ra2","omnipath","omnipath"
"Il23a","Gp6","omnipath","omnipath"
"Il23a","Il12rb1","omnipath","omnipath"
"Il23a","Il12rb2","omnipath","omnipath"
"Il23a","Il23r","omnipath","omnipath"
"Il23a","Siglech","omnipath","omnipath"
"Il23a","Siglecf","omnipath","omnipath"
"Il23a","Cd33","omnipath","omnipath"
"Il24","Il10rb","omnipath","omnipath"
"Il24","Il20ra","omnipath","omnipath"
"Il24","Il20rb","omnipath","omnipath"
"Il24","Il22ra1","omnipath","omnipath"
"Il25","Il17ra","omnipath","omnipath"
"Il25","Il17rb","omnipath","omnipath"
"Il27","Il27ra","omnipath","omnipath"
"Il3","Bcl2","omnipath","omnipath"
"Il3","Csf2ra","omnipath","omnipath"
"Il3","Csf2rb","omnipath","omnipath"
"Il3","Csf2rb2","omnipath","omnipath"
"Il3","Il3ra","omnipath","omnipath"
"Il31","Il31ra","omnipath","omnipath"
"Il31","Osmr","omnipath","omnipath"
"Il33","Il1rap","omnipath","omnipath"
"Il33","Il1rl1","omnipath","omnipath"
"Il34","Csf1r","omnipath","omnipath"
"Il34","Ptprz1","omnipath","omnipath"
"Il36a","Il1rap","omnipath","omnipath"
"Il36a","Il1rl2","omnipath","omnipath"
"Il36b","Il1rap","omnipath","omnipath"
"Il36b","Il1rl2","omnipath","omnipath"
"Il36g","Ifnar1","omnipath","omnipath"
"Il36g","Ifnar2","omnipath","omnipath"
"Il36g","Il1rap","omnipath","omnipath"
"Il36g","Il1rl2","omnipath","omnipath"
"Il36rn","Il1rap","omnipath","omnipath"
"Il36rn","Il1rl2","omnipath","omnipath"
"Il4","Cd53","omnipath","omnipath"
"Il4","Il13ra1","omnipath","omnipath"
"Il4","Il13ra2","omnipath","omnipath"
"Il4","Il2rg","omnipath","omnipath"
"Il4","Il4ra","omnipath","omnipath"
"Il5","Csf2rb","omnipath","omnipath"
"Il5","Csf2rb2","omnipath","omnipath"
"Il5","Il5ra","omnipath","omnipath"
"Il6","Il6ra","omnipath","omnipath"
"Il6","Il6st","omnipath","omnipath"
"Il7","Il2rg","omnipath","omnipath"
"Il7","Il7r","omnipath","omnipath"
"Il9","Il2rg","omnipath","omnipath"
"Il9","Il9r","omnipath","omnipath"
"Ildr2","Clec12b","omnipath","omnipath"
"Ildr2","Csf2rb","nichenet_verschueren","nichenet_verschueren"
"Ildr2","Csf2rb2","nichenet_verschueren","nichenet_verschueren"
"Ildr2","Flt4","nichenet_verschueren","nichenet_verschueren"
"Ildr2","Igsf21","nichenet_verschueren","nichenet_verschueren"
"Impg2","Cadm3","omnipath","omnipath"
"Impg2","Prlr","omnipath","omnipath"
"Inha","Acvr1","omnipath","omnipath"
"Inha","Acvr1b","nichenet_verschueren","nichenet_verschueren"
"Inha","Acvr2a","omnipath","omnipath"
"Inha","Acvr2b","omnipath","omnipath"
"Inha","Tgfbr3","omnipath","omnipath"
"Inhba","Acvr1","omnipath","omnipath"
"Inhba","Acvr1b","omnipath","omnipath"
"Inhba","Acvr1c","omnipath","omnipath"
"Inhba","Acvr2a","omnipath","omnipath"
"Inhba","Acvr2b","omnipath","omnipath"
"Inhba","Bambi","omnipath","omnipath"
"Inhba","Eng","omnipath","omnipath"
"Inhba","Tgfbr3","omnipath","omnipath"
"Inhbb","Acvr1","omnipath","omnipath"
"Inhbb","Acvr1b","omnipath","omnipath"
"Inhbb","Acvr1c","omnipath","omnipath"
"Inhbb","Acvr2a","omnipath","omnipath"
"Inhbb","Acvr2b","omnipath","omnipath"
"Inhbb","Bambi","omnipath","omnipath"
"Inhbb","Cfc1","omnipath","omnipath"
"Inhbc","Acvr1","omnipath","omnipath"
